Knowledge Base,Question,Option 1,Option 2,Actual Answer,Bit Representation,Opt1GenderFeature,Opt2GenderFeature 
bee landed on flower because it had pollen. ,what does it refer to? ,it refers to bee ,it refers to flower ,flower ,1 ,bee ,flower ,1 ,1  
retail stores have been trying to pass an internet tax on online retailers for past few years because they feel it would level playing field. ,what does they refer to? ,they refers to retail stores ,they refers to online retailers ,retail stores ,0 ,retail stores ,online retailers ,1 ,1 
retail stores have been trying to pass an internet tax on online retailers for past few years because they feel it would level playing field. ,what feel it would level playing field? ,retail stores feel it would level playing field ,online retailers feel it would level playing field ,retail stores ,0 ,retail stores ,online retailers ,1 ,1 
"retail stores have been trying to pass an internet tax on online retailers for past few years, but they are adamant on fighting against this regulation they are trying to impose. ",what does they refer to? ,they refers to retail stores ,they refers to online retailers ,online retailers ,1 ,retail stores ,online retailers ,1 ,1 
"retail stores have been trying to pass an internet tax on online retailers for past few years, but they are adamant on fighting against this regulation they are trying to impose. ",what are adamant on fighting against this regulation they are trying to impose? ,retail stores are adamant on fighting against this regulation they are trying to impose ,online retailers are adamant on fighting against this regulation they are trying to impose ,online retailers ,1 ,retail stores ,online retailers ,1 ,1 
peacocks are considered very majestic birds by bird watchers because they are considered quite beautiful due to their vivid colors. ,what does they refer to? ,they refers to peacocks ,they refers to bird watchers ,peacocks ,0 ,peacocks ,bird watchers ,1 ,1 
peacocks are considered very majestic birds by bird watchers because they are considered quite beautiful due to their vivid colors. ,what are considered quite beautiful due to their vivid colors? ,peacocks are considered quite beautiful due to their vivid colors ,bird watchers are considered quite beautiful due to their vivid colors ,peacocks ,0 ,peacocks ,bird watchers ,1 ,1 
"peacocks are considered very majestic birds by bird watchers, but they know it is just a perception of how they see things. ",what does they refer to? ,they refers to peacocks ,they refers to bird watchers ,bird watchers ,1 ,peacocks ,bird watchers ,1 ,1 
"peacocks are considered very majestic birds by bird watchers, but they know it is just a perception of how they see things. ",what know it is just a perception of how they see things? ,peacocks know it is just a perception of how they see things ,bird watchers know it is just a perception of how they see things ,bird watchers ,1 ,peacocks ,bird watchers ,1 ,1 
management always favor employees who are always on time because they show dedication to their job. ,what does they refer to? ,they refers to management ,they refers to employees ,employees ,1 ,management ,employees ,1 ,1 
management always favor employees who are always on time because they show dedication to their job. ,what show dedication to their job? ,management show dedication to their job ,employees show dedication to their job ,employees ,1 ,management ,employees ,1 ,1 
"management always favor employees who are always on time, but they need to factor in other factors to determine their performance as well. ",what does they refer to? ,they refers to management ,they refers to employees ,management ,0 ,management ,employees ,1 ,1 
"management always favor employees who are always on time, but they need to factor in other factors to determine their performance as well. ",what need to factor in other factors to determine their performance as well? ,management need to factor in other factors to determine their performance as well ,employees need to factor in other factors to determine their performance as well ,management ,0 ,management ,employees ,1 ,1 
boyfriends always try to go out of their way to treat their girlfriends with respect because they are more inclined to stay with them when they are respected. ,what does they refer to? ,they refers to boyfriends ,they refers to their girlfriends ,their girlfriends ,1 ,boyfriends ,their girlfriends ,1 ,1 
boyfriends always try to go out of their way to treat their girlfriends with respect because they are more inclined to stay with them when they are respected. ,what are more inclined to stay with them when they are respected? ,boyfriends are more inclined to stay with them when they are respected ,their girlfriends are more inclined to stay with them when they are respected ,their girlfriends ,1 ,boyfriends ,their girlfriends ,1 ,1 
"boyfriends always try to go out of their way to treat their girlfriends with respect, but they want to be treated with respect as well. ",what does they refer to? ,they refers to boyfriends ,they refers to their girlfriends ,boyfriends ,0 ,boyfriends ,their girlfriends ,1 ,1 
"boyfriends always try to go out of their way to treat their girlfriends with respect, but they want to be treated with respect as well. ",what want to be treated with respect as well? ,boyfriends want to be treated with respect as well ,their girlfriends want to be treated with respect as well ,boyfriends ,0 ,boyfriends ,their girlfriends ,1 ,1 
treasure hunters have to constantly fear running into bandits because they could be risking their lives if they encounter them. ,what does they refer to? ,they refers to treasure hunters ,they refers to bandits ,treasure hunters ,0 ,treasure hunters ,bandits ,1 ,1 
treasure hunters have to constantly fear running into bandits because they could be risking their lives if they encounter them. ,what could be risking their lives if they encounter them? ,treasure hunters could be risking their lives if they encounter them ,bandits could be risking their lives if they encounter them ,treasure hunters ,0 ,treasure hunters ,bandits ,1 ,1 
"treasure hunters have to constantly fear running into bandits, even though they are rarely out to get them. ",what does they refer to? ,they refers to treasure hunters ,they refers to bandits ,bandits ,1 ,treasure hunters ,bandits ,1 ,1 
